To,From
Chlosyne ehrenbergii,Dione moneta
Chlosyne ehrenbergii,Padaeus trivittatus
Chlosyne ehrenbergii,Polistes canadensis
Danaus plexippus,Dione moneta
Danaus plexippus,Padaeus trivittatus
Danaus plexippus,Polistes canadensis
Dione moneta,Padaeus trivittatus
Dione moneta,Polistes canadensis
Padaeus trivittatus,Polistes canadensis
Battus polydamas,Callicista columella
Battus polydamas,Celaenorrhinus fritzgaertneri
Battus polydamas,Curvie emesia
Battus polydamas,Dryas iulia
Battus polydamas,Elkalyce comyntas
Battus polydamas,Emesis mandana
Battus polydamas,Emesis vulpina
Battus polydamas,Eulaema polychroma
Battus polydamas,Hamadryas februa
Battus polydamas,Heliconius erato
Battus polydamas,Hemiargus ceraunus
Battus polydamas,Leptotes cassius
Battus polydamas,Microtia elva
Battus polydamas,Morpho polyphemus
Battus polydamas,Nannotrigona perilampoides
Battus polydamas,Paiwarria umbratus
Battus polydamas,Pyrisitia nise
Battus polydamas,Smyrna blomfildia
Battus polydamas,Thecla rufofusca
Battus polydamas,Tmolus echion
Callicista columella,Celaenorrhinus fritzgaertneri
Callicista columella,Curvie emesia
Callicista columella,Dryas iulia
Callicista columella,Elkalyce comyntas
Callicista columella,Emesis mandana
Callicista columella,Emesis vulpina
Callicista columella,Eulaema polychroma
Callicista columella,Hamadryas februa
Callicista columella,Heliconius erato
Callicista columella,Hemiargus ceraunus
Callicista columella,Leptotes cassius
Callicista columella,Microtia elva
Callicista columella,Morpho polyphemus
Callicista columella,Nannotrigona perilampoides
Callicista columella,Paiwarria umbratus
Callicista columella,Pyrisitia nise
Callicista columella,Smyrna blomfildia
Callicista columella,Thecla rufofusca
Callicista columella,Tmolus echion
Celaenorrhinus fritzgaertneri,Curvie emesia
Celaenorrhinus fritzgaertneri,Dryas iulia
Celaenorrhinus fritzgaertneri,Elkalyce comyntas
Celaenorrhinus fritzgaertneri,Emesis mandana
Celaenorrhinus fritzgaertneri,Emesis vulpina
Celaenorrhinus fritzgaertneri,Eulaema polychroma
Celaenorrhinus fritzgaertneri,Hamadryas februa
Celaenorrhinus fritzgaertneri,Heliconius erato
Celaenorrhinus fritzgaertneri,Hemiargus ceraunus
Celaenorrhinus fritzgaertneri,Leptotes cassius
Celaenorrhinus fritzgaertneri,Microtia elva
Celaenorrhinus fritzgaertneri,Morpho polyphemus
Celaenorrhinus fritzgaertneri,Nannotrigona perilampoides
Celaenorrhinus fritzgaertneri,Paiwarria umbratus
Celaenorrhinus fritzgaertneri,Pyrisitia nise
Celaenorrhinus fritzgaertneri,Smyrna blomfildia
Celaenorrhinus fritzgaertneri,Thecla rufofusca
Celaenorrhinus fritzgaertneri,Tmolus echion
Curvie emesia,Dryas iulia
Curvie emesia,Elkalyce comyntas
Curvie emesia,Emesis mandana
Curvie emesia,Emesis vulpina
Curvie emesia,Eulaema polychroma
Curvie emesia,Hamadryas februa
Curvie emesia,Heliconius erato
Curvie emesia,Hemiargus ceraunus
Curvie emesia,Leptotes cassius
Curvie emesia,Microtia elva
Curvie emesia,Morpho polyphemus
Curvie emesia,Nannotrigona perilampoides
Curvie emesia,Paiwarria umbratus
Curvie emesia,Pyrisitia nise
Curvie emesia,Smyrna blomfildia
Curvie emesia,Thecla rufofusca
Curvie emesia,Tmolus echion
Dryas iulia,Elkalyce comyntas
Dryas iulia,Emesis mandana
Dryas iulia,Emesis vulpina
Dryas iulia,Eulaema polychroma
Dryas iulia,Hamadryas februa
Dryas iulia,Heliconius erato
Dryas iulia,Hemiargus ceraunus
Dryas iulia,Leptotes cassius
Dryas iulia,Microtia elva
Dryas iulia,Morpho polyphemus
Dryas iulia,Nannotrigona perilampoides
Dryas iulia,Paiwarria umbratus
Dryas iulia,Pyrisitia nise
Dryas iulia,Smyrna blomfildia
Dryas iulia,Thecla rufofusca
Dryas iulia,Tmolus echion
Elkalyce comyntas,Emesis mandana
Elkalyce comyntas,Emesis vulpina
Elkalyce comyntas,Eulaema polychroma
Elkalyce comyntas,Hamadryas februa
Elkalyce comyntas,Heliconius erato
Elkalyce comyntas,Hemiargus ceraunus
Elkalyce comyntas,Leptotes cassius
Elkalyce comyntas,Microtia elva
Elkalyce comyntas,Morpho polyphemus
Elkalyce comyntas,Nannotrigona perilampoides
Elkalyce comyntas,Paiwarria umbratus
Elkalyce comyntas,Pyrisitia nise
Elkalyce comyntas,Smyrna blomfildia
Elkalyce comyntas,Thecla rufofusca
Elkalyce comyntas,Tmolus echion
Emesis mandana,Emesis vulpina
Emesis mandana,Eulaema polychroma
Emesis mandana,Hamadryas februa
Emesis mandana,Heliconius erato
Emesis mandana,Hemiargus ceraunus
Emesis mandana,Leptotes cassius
Emesis mandana,Microtia elva
Emesis mandana,Morpho polyphemus
Emesis mandana,Nannotrigona perilampoides
Emesis mandana,Paiwarria umbratus
Emesis mandana,Pyrisitia nise
Emesis mandana,Smyrna blomfildia
Emesis mandana,Thecla rufofusca
Emesis mandana,Tmolus echion
Emesis vulpina,Eulaema polychroma
Emesis vulpina,Hamadryas februa
Emesis vulpina,Heliconius erato
Emesis vulpina,Hemiargus ceraunus
Emesis vulpina,Leptotes cassius
Emesis vulpina,Microtia elva
Emesis vulpina,Morpho polyphemus
Emesis vulpina,Nannotrigona perilampoides
Emesis vulpina,Paiwarria umbratus
Emesis vulpina,Pyrisitia nise
Emesis vulpina,Smyrna blomfildia
Emesis vulpina,Thecla rufofusca
Emesis vulpina,Tmolus echion
Eulaema polychroma,Hamadryas februa
Eulaema polychroma,Heliconius erato
Eulaema polychroma,Hemiargus ceraunus
Eulaema polychroma,Leptotes cassius
Eulaema polychroma,Microtia elva
Eulaema polychroma,Morpho polyphemus
Eulaema polychroma,Nannotrigona perilampoides
Eulaema polychroma,Paiwarria umbratus
Eulaema polychroma,Pyrisitia nise
Eulaema polychroma,Smyrna blomfildia
Eulaema polychroma,Thecla rufofusca
Eulaema polychroma,Tmolus echion
Hamadryas februa,Heliconius erato
Hamadryas februa,Hemiargus ceraunus
Hamadryas februa,Leptotes cassius
Hamadryas februa,Microtia elva
Hamadryas februa,Morpho polyphemus
Hamadryas februa,Nannotrigona perilampoides
Hamadryas februa,Paiwarria umbratus
Hamadryas februa,Pyrisitia nise
Hamadryas februa,Smyrna blomfildia
Hamadryas februa,Thecla rufofusca
Hamadryas februa,Tmolus echion
Heliconius erato,Hemiargus ceraunus
Heliconius erato,Leptotes cassius
Heliconius erato,Microtia elva
Heliconius erato,Morpho polyphemus
Heliconius erato,Nannotrigona perilampoides
Heliconius erato,Paiwarria umbratus
Heliconius erato,Pyrisitia nise
Heliconius erato,Smyrna blomfildia
Heliconius erato,Thecla rufofusca
Heliconius erato,Tmolus echion
Hemiargus ceraunus,Leptotes cassius
Hemiargus ceraunus,Microtia elva
Hemiargus ceraunus,Morpho polyphemus
Hemiargus ceraunus,Nannotrigona perilampoides
Hemiargus ceraunus,Paiwarria umbratus
Hemiargus ceraunus,Pyrisitia nise
Hemiargus ceraunus,Smyrna blomfildia
Hemiargus ceraunus,Thecla rufofusca
Hemiargus ceraunus,Tmolus echion
Leptotes cassius,Microtia elva
Leptotes cassius,Morpho polyphemus
Leptotes cassius,Nannotrigona perilampoides
Leptotes cassius,Paiwarria umbratus
Leptotes cassius,Pyrisitia nise
Leptotes cassius,Smyrna blomfildia
Leptotes cassius,Thecla rufofusca
Leptotes cassius,Tmolus echion
Microtia elva,Morpho polyphemus
Microtia elva,Nannotrigona perilampoides
Microtia elva,Paiwarria umbratus
Microtia elva,Pyrisitia nise
Microtia elva,Smyrna blomfildia
Microtia elva,Thecla rufofusca
Microtia elva,Tmolus echion
Morpho polyphemus,Nannotrigona perilampoides
Morpho polyphemus,Paiwarria umbratus
Morpho polyphemus,Pyrisitia nise
Morpho polyphemus,Smyrna blomfildia
Morpho polyphemus,Thecla rufofusca
Morpho polyphemus,Tmolus echion
Nannotrigona perilampoides,Paiwarria umbratus
Nannotrigona perilampoides,Pyrisitia nise
Nannotrigona perilampoides,Smyrna blomfildia
Nannotrigona perilampoides,Thecla rufofusca
Nannotrigona perilampoides,Tmolus echion
Paiwarria umbratus,Pyrisitia nise
Paiwarria umbratus,Smyrna blomfildia
Paiwarria umbratus,Thecla rufofusca
Paiwarria umbratus,Tmolus echion
Pyrisitia nise,Smyrna blomfildia
Pyrisitia nise,Thecla rufofusca
Pyrisitia nise,Tmolus echion
Smyrna blomfildia,Thecla rufofusca
Smyrna blomfildia,Tmolus echion
Thecla rufofusca,Tmolus echion
Atopsyche aplita,Hamadryas guatemalena
Atopsyche aplita,Harmonia axyridis
Atopsyche aplita,Lepidostoma aztecum
Atopsyche aplita,Lepidostoma frontale
Atopsyche aplita,Oecetis disjuncta
Atopsyche aplita,Oecetis marquesi
Atopsyche aplita,Papilio multicaudata
Atopsyche aplita,Phylloicus aeneus
Atopsyche aplita,Polistes veracrucis
Atopsyche aplita,Polycentropus arizonensis
Atopsyche aplita,Polycentropus aztecus
Atopsyche aplita,Polycentropus mexicanus
Atopsyche aplita,Rhynchophorus palmarum
Hamadryas guatemalena,Harmonia axyridis
Hamadryas guatemalena,Lepidostoma aztecum
Hamadryas guatemalena,Lepidostoma frontale
Hamadryas guatemalena,Oecetis disjuncta
Hamadryas guatemalena,Oecetis marquesi
Hamadryas guatemalena,Papilio multicaudata
Hamadryas guatemalena,Phylloicus aeneus
Hamadryas guatemalena,Polistes veracrucis
Hamadryas guatemalena,Polycentropus arizonensis
Hamadryas guatemalena,Polycentropus aztecus
Hamadryas guatemalena,Polycentropus mexicanus
Hamadryas guatemalena,Rhynchophorus palmarum
Harmonia axyridis,Lepidostoma aztecum
Harmonia axyridis,Lepidostoma frontale
Harmonia axyridis,Oecetis disjuncta
Harmonia axyridis,Oecetis marquesi
Harmonia axyridis,Papilio multicaudata
Harmonia axyridis,Phylloicus aeneus
Harmonia axyridis,Polistes veracrucis
Harmonia axyridis,Polycentropus arizonensis
Harmonia axyridis,Polycentropus aztecus
Harmonia axyridis,Polycentropus mexicanus
Harmonia axyridis,Rhynchophorus palmarum
Lepidostoma aztecum,Lepidostoma frontale
Lepidostoma aztecum,Oecetis disjuncta
Lepidostoma aztecum,Oecetis marquesi
Lepidostoma aztecum,Papilio multicaudata
Lepidostoma aztecum,Phylloicus aeneus
Lepidostoma aztecum,Polistes veracrucis
Lepidostoma aztecum,Polycentropus arizonensis
Lepidostoma aztecum,Polycentropus aztecus
Lepidostoma aztecum,Polycentropus mexicanus
Lepidostoma aztecum,Rhynchophorus palmarum
Lepidostoma frontale,Oecetis disjuncta
Lepidostoma frontale,Oecetis marquesi
Lepidostoma frontale,Papilio multicaudata
Lepidostoma frontale,Phylloicus aeneus
Lepidostoma frontale,Polistes veracrucis
Lepidostoma frontale,Polycentropus arizonensis
Lepidostoma frontale,Polycentropus aztecus
Lepidostoma frontale,Polycentropus mexicanus
Lepidostoma frontale,Rhynchophorus palmarum
Oecetis disjuncta,Oecetis marquesi
Oecetis disjuncta,Papilio multicaudata
Oecetis disjuncta,Phylloicus aeneus
Oecetis disjuncta,Polistes veracrucis
Oecetis disjuncta,Polycentropus arizonensis
Oecetis disjuncta,Polycentropus aztecus
Oecetis disjuncta,Polycentropus mexicanus
Oecetis disjuncta,Rhynchophorus palmarum
Oecetis marquesi,Papilio multicaudata
Oecetis marquesi,Phylloicus aeneus
Oecetis marquesi,Polistes veracrucis
Oecetis marquesi,Polycentropus arizonensis
Oecetis marquesi,Polycentropus aztecus
Oecetis marquesi,Polycentropus mexicanus
Oecetis marquesi,Rhynchophorus palmarum
Papilio multicaudata,Phylloicus aeneus
Papilio multicaudata,Polistes veracrucis
Papilio multicaudata,Polycentropus arizonensis
Papilio multicaudata,Polycentropus aztecus
Papilio multicaudata,Polycentropus mexicanus
Papilio multicaudata,Rhynchophorus palmarum
Phylloicus aeneus,Polistes veracrucis
Phylloicus aeneus,Polycentropus arizonensis
Phylloicus aeneus,Polycentropus aztecus
Phylloicus aeneus,Polycentropus mexicanus
Phylloicus aeneus,Rhynchophorus palmarum
Polistes veracrucis,Polycentropus arizonensis
Polistes veracrucis,Polycentropus aztecus
Polistes veracrucis,Polycentropus mexicanus
Polistes veracrucis,Rhynchophorus palmarum
Polycentropus arizonensis,Polycentropus aztecus
Polycentropus arizonensis,Polycentropus mexicanus
Polycentropus arizonensis,Rhynchophorus palmarum
Polycentropus aztecus,Polycentropus mexicanus
Polycentropus aztecus,Rhynchophorus palmarum
Polycentropus mexicanus,Rhynchophorus palmarum
Anartia fatima,Anthanassa tulcis
Anartia fatima,Argia anceps
Anartia fatima,Astraptes alector
Anartia fatima,Atta mexicana
Anartia fatima,Bombus ephippiatus
Anartia fatima,Camponotus planatus
Anartia fatima,Chimarra laguna
Anartia fatima,Colobura dirce
Anartia fatima,Danaus plexippus
Anartia fatima,Dielis tolteca
Anartia fatima,Dismorphia amphione
Anartia fatima,Erinnyis ello
Anartia fatima,Heliconius charithonia
Anartia fatima,Manataria maculata
Anartia fatima,Melanis pixe
Anartia fatima,Pachylis nervosus
Anartia fatima,Phoebis sennae
Anartia fatima,Phylloicus aeneus
Anartia fatima,Polistes instabilis
Anartia fatima,Pyrgocorypha uncinata
Anartia fatima,Supella longipalpa
Anartia fatima,Umbonia crassicornis
Anthanassa tulcis,Argia anceps
Anthanassa tulcis,Astraptes alector
Anthanassa tulcis,Atta mexicana
Anthanassa tulcis,Bombus ephippiatus
Anthanassa tulcis,Camponotus planatus
Anthanassa tulcis,Chimarra laguna
Anthanassa tulcis,Colobura dirce
Anthanassa tulcis,Danaus plexippus
Anthanassa tulcis,Dielis tolteca
Anthanassa tulcis,Dismorphia amphione
Anthanassa tulcis,Erinnyis ello
Anthanassa tulcis,Heliconius charithonia
Anthanassa tulcis,Manataria maculata
Anthanassa tulcis,Melanis pixe
Anthanassa tulcis,Pachylis nervosus
Anthanassa tulcis,Phoebis sennae
Anthanassa tulcis,Phylloicus aeneus
Anthanassa tulcis,Polistes instabilis
Anthanassa tulcis,Pyrgocorypha uncinata
Anthanassa tulcis,Supella longipalpa
Anthanassa tulcis,Umbonia crassicornis
Argia anceps,Astraptes alector
Argia anceps,Atta mexicana
Argia anceps,Bombus ephippiatus
Argia anceps,Camponotus planatus
Argia anceps,Chimarra laguna
Argia anceps,Colobura dirce
Argia anceps,Danaus plexippus
Argia anceps,Dielis tolteca
Argia anceps,Dismorphia amphione
Argia anceps,Erinnyis ello
Argia anceps,Heliconius charithonia
Argia anceps,Manataria maculata
Argia anceps,Melanis pixe
Argia anceps,Pachylis nervosus
Argia anceps,Phoebis sennae
Argia anceps,Phylloicus aeneus
Argia anceps,Polistes instabilis
Argia anceps,Pyrgocorypha uncinata
Argia anceps,Supella longipalpa
Argia anceps,Umbonia crassicornis
Astraptes alector,Atta mexicana
Astraptes alector,Bombus ephippiatus
Astraptes alector,Camponotus planatus
Astraptes alector,Chimarra laguna
Astraptes alector,Colobura dirce
Astraptes alector,Danaus plexippus
Astraptes alector,Dielis tolteca
Astraptes alector,Dismorphia amphione
Astraptes alector,Erinnyis ello
Astraptes alector,Heliconius charithonia
Astraptes alector,Manataria maculata
Astraptes alector,Melanis pixe
Astraptes alector,Pachylis nervosus
Astraptes alector,Phoebis sennae
Astraptes alector,Phylloicus aeneus
Astraptes alector,Polistes instabilis
Astraptes alector,Pyrgocorypha uncinata
Astraptes alector,Supella longipalpa
Astraptes alector,Umbonia crassicornis
Atta mexicana,Bombus ephippiatus
Atta mexicana,Camponotus planatus
Atta mexicana,Chimarra laguna
Atta mexicana,Colobura dirce
Atta mexicana,Danaus plexippus
Atta mexicana,Dielis tolteca
Atta mexicana,Dismorphia amphione
Atta mexicana,Erinnyis ello
Atta mexicana,Heliconius charithonia
Atta mexicana,Manataria maculata
Atta mexicana,Melanis pixe
Atta mexicana,Pachylis nervosus
Atta mexicana,Phoebis sennae
Atta mexicana,Phylloicus aeneus
Atta mexicana,Polistes instabilis
Atta mexicana,Pyrgocorypha uncinata
Atta mexicana,Supella longipalpa
Atta mexicana,Umbonia crassicornis
Bombus ephippiatus,Camponotus planatus
Bombus ephippiatus,Chimarra laguna
Bombus ephippiatus,Colobura dirce
Bombus ephippiatus,Danaus plexippus
Bombus ephippiatus,Dielis tolteca
Bombus ephippiatus,Dismorphia amphione
Bombus ephippiatus,Erinnyis ello
Bombus ephippiatus,Heliconius charithonia
Bombus ephippiatus,Manataria maculata
Bombus ephippiatus,Melanis pixe
Bombus ephippiatus,Pachylis nervosus
Bombus ephippiatus,Phoebis sennae
Bombus ephippiatus,Phylloicus aeneus
Bombus ephippiatus,Polistes instabilis
Bombus ephippiatus,Pyrgocorypha uncinata
Bombus ephippiatus,Supella longipalpa
Bombus ephippiatus,Umbonia crassicornis
Camponotus planatus,Chimarra laguna
Camponotus planatus,Colobura dirce
Camponotus planatus,Danaus plexippus
Camponotus planatus,Dielis tolteca
Camponotus planatus,Dismorphia amphione
Camponotus planatus,Erinnyis ello
Camponotus planatus,Heliconius charithonia
Camponotus planatus,Manataria maculata
Camponotus planatus,Melanis pixe
Camponotus planatus,Pachylis nervosus
Camponotus planatus,Phoebis sennae
Camponotus planatus,Phylloicus aeneus
Camponotus planatus,Polistes instabilis
Camponotus planatus,Pyrgocorypha uncinata
Camponotus planatus,Supella longipalpa
Camponotus planatus,Umbonia crassicornis
Chimarra laguna,Colobura dirce
Chimarra laguna,Danaus plexippus
Chimarra laguna,Dielis tolteca
Chimarra laguna,Dismorphia amphione
Chimarra laguna,Erinnyis ello
Chimarra laguna,Heliconius charithonia
Chimarra laguna,Manataria maculata
Chimarra laguna,Melanis pixe
Chimarra laguna,Pachylis nervosus
Chimarra laguna,Phoebis sennae
Chimarra laguna,Phylloicus aeneus
Chimarra laguna,Polistes instabilis
Chimarra laguna,Pyrgocorypha uncinata
Chimarra laguna,Supella longipalpa
Chimarra laguna,Umbonia crassicornis
Colobura dirce,Danaus plexippus
Colobura dirce,Dielis tolteca
Colobura dirce,Dismorphia amphione
Colobura dirce,Erinnyis ello
Colobura dirce,Heliconius charithonia
Colobura dirce,Manataria maculata
Colobura dirce,Melanis pixe
Colobura dirce,Pachylis nervosus
Colobura dirce,Phoebis sennae
Colobura dirce,Phylloicus aeneus
Colobura dirce,Polistes instabilis
Colobura dirce,Pyrgocorypha uncinata
Colobura dirce,Supella longipalpa
Colobura dirce,Umbonia crassicornis
Danaus plexippus,Dielis tolteca
Danaus plexippus,Dismorphia amphione
Danaus plexippus,Erinnyis ello
Danaus plexippus,Heliconius charithonia
Danaus plexippus,Manataria maculata
Danaus plexippus,Melanis pixe
Danaus plexippus,Pachylis nervosus
Danaus plexippus,Phoebis sennae
Danaus plexippus,Phylloicus aeneus
Danaus plexippus,Polistes instabilis
Danaus plexippus,Pyrgocorypha uncinata
Danaus plexippus,Supella longipalpa
Danaus plexippus,Umbonia crassicornis
Dielis tolteca,Dismorphia amphione
Dielis tolteca,Erinnyis ello
Dielis tolteca,Heliconius charithonia
Dielis tolteca,Manataria maculata
Dielis tolteca,Melanis pixe
Dielis tolteca,Pachylis nervosus
Dielis tolteca,Phoebis sennae
Dielis tolteca,Phylloicus aeneus
Dielis tolteca,Polistes instabilis
Dielis tolteca,Pyrgocorypha uncinata
Dielis tolteca,Supella longipalpa
Dielis tolteca,Umbonia crassicornis
Dismorphia amphione,Erinnyis ello
Dismorphia amphione,Heliconius charithonia
Dismorphia amphione,Manataria maculata
Dismorphia amphione,Melanis pixe
Dismorphia amphione,Pachylis nervosus
Dismorphia amphione,Phoebis sennae
Dismorphia amphione,Phylloicus aeneus
Dismorphia amphione,Polistes instabilis
Dismorphia amphione,Pyrgocorypha uncinata
Dismorphia amphione,Supella longipalpa
Dismorphia amphione,Umbonia crassicornis
Erinnyis ello,Heliconius charithonia
Erinnyis ello,Manataria maculata
Erinnyis ello,Melanis pixe
Erinnyis ello,Pachylis nervosus
Erinnyis ello,Phoebis sennae
Erinnyis ello,Phylloicus aeneus
Erinnyis ello,Polistes instabilis
Erinnyis ello,Pyrgocorypha uncinata
Erinnyis ello,Supella longipalpa
Erinnyis ello,Umbonia crassicornis
Heliconius charithonia,Manataria maculata
Heliconius charithonia,Melanis pixe
Heliconius charithonia,Pachylis nervosus
Heliconius charithonia,Phoebis sennae
Heliconius charithonia,Phylloicus aeneus
Heliconius charithonia,Polistes instabilis
Heliconius charithonia,Pyrgocorypha uncinata
Heliconius charithonia,Supella longipalpa
Heliconius charithonia,Umbonia crassicornis
Manataria maculata,Melanis pixe
Manataria maculata,Pachylis nervosus
Manataria maculata,Phoebis sennae
Manataria maculata,Phylloicus aeneus
Manataria maculata,Polistes instabilis
Manataria maculata,Pyrgocorypha uncinata
Manataria maculata,Supella longipalpa
Manataria maculata,Umbonia crassicornis
